dataset,model,elapsed_mean,elapsed_std,nnz_mean,nnz_std,fdr_mean,fdr_std,tpr_mean,tpr_std,fpr_mean,fpr_std,precision_mean,precision_std,recall_mean,recall_std,F1_mean,F1_std,shd_mean,shd_std,SID_low_mean,SID_low_std,SID_high_mean,SID_high_std,source_kind,graph_kind,n_nodes,filename_n_edges,n_edges,graph_type,graph_type_label,NSHD_mean,NSHD_std,SID_mean,SID_std,NSID_mean,NSID_std,NSID_low_mean,NSID_low_std,NSID_high_mean,NSID_high_std
dag_5_nodes_7_edges_degrees_SF,FGS,0.08,0.05,2.59,1.04,0.84,0.2,0.12,0.14,0.35,0.15,0.09,0.17,0.07,0.12,0.08,0.14,5.59,0.96,6.43,1.62,10.8,2.89,,cpdag,5,7,4,SF,SF,1.3975,0.24,10.8,2.89,2.7,0.7225,1.6075,0.405,2.7,0.7225
dag_5_nodes_7_edges_degrees_SF,NOTEARS-MLP,0.1,0.03,0.02,0.14,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,0.14,6.96,0.28,7.04,0.28,,cpdag,5,7,4,SF,SF,0.995,0.035,7.04,0.28,1.76,0.07,1.74,0.07,1.76,0.07
dag_5_nodes_7_edges_degrees_SF,Random,0.0,0.0,7.72,1.8,0.64,0.13,0.7,0.3,0.82,0.22,0.12,0.1,0.23,0.19,0.15,0.13,7.12,1.22,3.5,3.41,14.3,3.2,,cpdag,5,7,4,SF,SF,1.78,0.305,14.3,3.2,3.575,0.8,0.875,0.8525,3.575,0.8
dag_5_nodes_7_edges_degrees_random,FGS,0.08,0.05,4.66,1.22,0.45,0.23,0.36,0.17,0.71,0.43,0.12,0.16,0.07,0.1,0.09,0.12,5.82,1.59,14.32,3.85,18.86,1.95,,cpdag,5,7,7,random,LT,0.8314285714285715,0.22714285714285715,18.86,1.95,2.6942857142857144,0.2785714285714286,2.045714285714286,0.55,2.6942857142857144,0.2785714285714286
dag_5_nodes_7_edges_degrees_random,NOTEARS-MLP,0.1,0.06,0.06,0.31,0.02,0.14,0.0,0.02,0.01,0.09,0.02,0.14,0.0,0.02,0.0,0.04,6.98,0.14,16.0,0.81,16.16,0.79,,cpdag,5,7,7,random,LT,0.9971428571428572,0.02,16.16,0.79,2.3085714285714287,0.11285714285714286,2.2857142857142856,0.11571428571428573,2.3085714285714287,0.11285714285714286
dag_5_nodes_7_edges_degrees_random,Random,0.0,0.0,7.72,1.8,0.39,0.16,0.68,0.25,0.99,0.39,0.15,0.11,0.16,0.1,0.15,0.1,4.94,1.83,6.26,5.67,18.54,1.67,,cpdag,5,7,7,random,LT,0.7057142857142857,0.26142857142857145,18.54,1.67,2.6485714285714286,0.23857142857142857,0.8942857142857142,0.8099999999999999,2.6485714285714286,0.23857142857142857
dag_5_nodes_7_edges_none_ER,FGS,0.08,0.05,4.48,1.07,0.26,0.27,0.46,0.2,0.41,0.44,0.15,0.14,0.1,0.08,0.12,0.1,4.42,1.98,9.98,4.25,17.12,1.73,,cpdag,5,7,7,ER,ER,0.6314285714285715,0.28285714285714286,17.12,1.73,2.4457142857142857,0.24714285714285714,1.4257142857142857,0.6071428571428571,2.4457142857142857,0.24714285714285714
dag_5_nodes_7_edges_none_ER,NOTEARS-MLP,0.12,0.04,0.02,0.14,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.14,0.0,0.02,0.0,0.04,6.98,0.14,14.92,0.57,15.02,0.14,,cpdag,5,7,7,ER,ER,0.9971428571428572,0.02,15.02,0.14,2.1457142857142855,0.02,2.1314285714285712,0.08142857142857142,2.1457142857142855,0.02
dag_5_nodes_7_edges_none_ER,Random,0.0,0.0,7.72,1.8,0.36,0.13,0.71,0.24,0.91,0.32,0.18,0.14,0.2,0.16,0.19,0.15,5.0,2.2,4.88,4.74,16.46,2.22,,cpdag,5,7,7,ER,ER,0.7142857142857143,0.31428571428571433,16.46,2.22,2.3514285714285714,0.31714285714285717,0.6971428571428572,0.6771428571428572,2.3514285714285714,0.31714285714285717
dag_5_nodes_7_edges_none_SF,FGS,0.08,0.06,2.3,0.93,0.84,0.22,0.11,0.15,0.31,0.15,0.15,0.22,0.11,0.15,0.12,0.17,5.64,0.57,4.91,1.08,6.72,1.74,,cpdag,5,7,4,SF,SF,1.41,0.1425,6.72,1.74,1.68,0.435,1.2275,0.27,1.68,0.435
dag_5_nodes_7_edges_none_SF,NOTEARS-MLP,0.13,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,5.0,0.0,,cpdag,5,7,4,SF,SF,1.0,0.0,5.0,0.0,1.25,0.0,1.25,0.0,1.25,0.0
dag_5_nodes_7_edges_none_SF,Random,0.0,0.0,7.72,1.8,0.66,0.15,0.66,0.31,0.85,0.26,0.28,0.15,0.53,0.28,0.36,0.19,7.92,1.43,3.04,2.7,12.76,4.1,,cpdag,5,7,4,SF,SF,1.98,0.3575,12.76,4.1,3.19,1.025,0.76,0.675,3.19,1.025
dag_5_nodes_7_edges_none_random,FGS,0.09,0.06,4.94,1.08,0.48,0.26,0.38,0.22,0.77,0.41,0.47,0.29,0.34,0.23,0.39,0.25,7.06,1.06,11.18,4.53,16.0,2.9,,cpdag,5,7,7,random,LT,1.0085714285714285,0.15142857142857144,16.0,2.9,2.2857142857142856,0.41428571428571426,1.5971428571428572,0.6471428571428571,2.2857142857142856,0.41428571428571426
dag_5_nodes_7_edges_none_random,NOTEARS-MLP,0.11,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,16.0,0.0,16.0,0.0,,cpdag,5,7,7,random,LT,1.0,0.0,16.0,0.0,2.2857142857142856,0.0,2.2857142857142856,0.0,2.2857142857142856,0.0
dag_5_nodes_7_edges_none_random,Random,0.0,0.0,7.72,1.8,0.39,0.16,0.69,0.25,0.97,0.37,0.47,0.16,0.52,0.19,0.49,0.16,6.28,1.39,5.9,4.76,17.6,2.17,,cpdag,5,7,7,random,LT,0.8971428571428571,0.19857142857142857,17.6,2.17,2.5142857142857147,0.31,0.8428571428571429,0.6799999999999999,2.5142857142857147,0.31
dag_5_nodes_7_edges_semantics_ER,FGS,0.09,0.07,5.02,1.24,0.23,0.31,0.56,0.27,0.36,0.5,0.21,0.15,0.16,0.11,0.18,0.12,5.88,1.39,10.12,2.83,18.06,2.99,,cpdag,5,7,7,ER,ER,0.84,0.19857142857142857,18.06,2.99,2.5799999999999996,0.42714285714285716,1.4457142857142855,0.4042857142857143,2.5799999999999996,0.42714285714285716
dag_5_nodes_7_edges_semantics_ER,NOTEARS-MLP,0.11,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,12.0,0.0,12.0,0.0,,cpdag,5,7,7,ER,ER,1.0,0.0,12.0,0.0,1.7142857142857142,0.0,1.7142857142857142,0.0,1.7142857142857142,0.0
dag_5_nodes_7_edges_semantics_ER,Random,0.0,0.0,7.72,1.8,0.38,0.14,0.69,0.25,0.95,0.33,0.24,0.16,0.27,0.19,0.25,0.17,7.26,1.87,5.04,4.29,17.3,2.34,,cpdag,5,7,7,ER,ER,1.0371428571428571,0.2671428571428572,17.3,2.34,2.4714285714285715,0.33428571428571424,0.72,0.6128571428571429,2.4714285714285715,0.33428571428571424
dag_5_nodes_7_edges_semantics_SF,FGS,0.09,0.07,2.78,0.96,0.9,0.16,0.08,0.12,0.41,0.14,0.08,0.13,0.07,0.11,0.07,0.12,6.14,0.87,5.22,0.87,6.57,2.12,,cpdag,5,7,4,SF,SF,1.535,0.2175,6.57,2.12,1.6425,0.53,1.305,0.2175,1.6425,0.53
dag_5_nodes_7_edges_semantics_SF,NOTEARS-MLP,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,6.0,0.0,,cpdag,5,7,4,SF,SF,1.0,0.0,6.0,0.0,1.5,0.0,1.5,0.0,1.5,0.0
dag_5_nodes_7_edges_semantics_SF,Random,0.0,0.0,7.72,1.8,0.65,0.11,0.69,0.27,0.83,0.2,0.27,0.12,0.53,0.25,0.35,0.16,7.18,1.08,2.48,2.43,12.46,3.48,,cpdag,5,7,4,SF,SF,1.795,0.27,12.46,3.48,3.115,0.87,0.62,0.6075,3.115,0.87
dag_5_nodes_7_edges_semantics_random,FGS,0.1,0.08,4.56,1.01,0.32,0.22,0.44,0.16,0.49,0.34,0.37,0.16,0.25,0.12,0.29,0.13,5.46,1.83,11.5,2.56,16.46,3.1,,cpdag,5,7,7,random,LT,0.78,0.26142857142857145,16.46,3.1,2.3514285714285714,0.4428571428571429,1.6428571428571428,0.3657142857142857,2.3514285714285714,0.4428571428571429
dag_5_nodes_7_edges_semantics_random,NOTEARS-MLP,0.1,0.04,0.02,0.14,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.14,0.0,0.02,0.0,0.04,6.98,0.14,15.96,0.28,16.0,0.0,,cpdag,5,7,7,random,LT,0.9971428571428572,0.02,16.0,0.0,2.2857142857142856,0.0,2.2800000000000002,0.04,2.2857142857142856,0.0
dag_5_nodes_7_edges_semantics_random,Random,0.0,0.0,7.72,1.8,0.42,0.17,0.65,0.26,1.07,0.42,0.28,0.14,0.31,0.16,0.29,0.14,5.3,1.98,7.86,5.54,18.8,1.8,,cpdag,5,7,7,random,LT,0.7571428571428571,0.28285714285714286,18.8,1.8,2.685714285714286,0.2571428571428572,1.122857142857143,0.7914285714285715,2.685714285714286,0.2571428571428572
dag_10_nodes_10_edges_degrees_ER,GRaSP,8.33,2.36,8.46,1.03,0.01,0.03,0.84,0.1,0.0,0.01,0.61,0.07,0.51,0.08,0.55,0.07,5.12,0.96,7.76,6.8,38.5,6.71,npy,cpdag,10,10,10,ER,ER,0.512,0.096,38.5,6.71,3.85,0.671,0.776,0.6799999999999999,3.85,0.671
dag_10_nodes_10_edges_degrees_ER,BOSS,9.9,2.82,8.72,1.13,0.0,0.02,0.87,0.11,0.0,0.01,0.6,0.06,0.53,0.08,0.56,0.06,5.0,1.01,6.18,6.6,40.32,6.19,npy,cpdag,10,10,10,ER,ER,0.5,0.101,40.32,6.19,4.032,0.619,0.618,0.6599999999999999,4.032,0.619
dag_10_nodes_10_edges_degrees_SF,GRaSP,2.5,1.27,5.04,1.84,0.04,0.1,0.53,0.19,0.01,0.02,0.66,0.12,0.36,0.12,0.45,0.1,7.28,0.7,12.82,6.15,33.74,12.43,npy,cpdag,10,10,9,SF,SF,0.8088888888888889,0.07777777777777778,33.74,12.43,3.748888888888889,1.3811111111111112,1.4244444444444444,0.6833333333333333,3.748888888888889,1.3811111111111112
dag_10_nodes_10_edges_degrees_SF,BOSS,3.34,2.02,5.34,2.02,0.02,0.06,0.57,0.2,0.01,0.01,0.68,0.1,0.39,0.12,0.48,0.09,7.2,0.49,13.22,7.22,35.82,14.05,npy,cpdag,10,10,9,SF,SF,0.8,0.05444444444444444,35.82,14.05,3.98,1.5611111111111111,1.468888888888889,0.8022222222222222,3.98,1.5611111111111111
dag_10_nodes_10_edges_degrees_random,GRaSP,4.5,1.96,8.96,1.32,0.06,0.09,0.84,0.14,0.02,0.03,0.56,0.09,0.5,0.1,0.53,0.09,8.76,1.02,11.88,13.8,60.8,7.14,npy,cpdag,10,10,10,random,LT,0.876,0.10200000000000001,60.8,7.14,6.08,0.714,1.1880000000000002,1.3800000000000001,6.08,0.714
dag_10_nodes_10_edges_degrees_random,BOSS,6.43,2.82,9.72,1.6,0.09,0.12,0.88,0.13,0.03,0.04,0.55,0.09,0.52,0.09,0.53,0.08,9.14,1.36,6.42,10.51,62.92,6.76,npy,cpdag,10,10,10,random,LT,0.914,0.136,62.92,6.76,6.292,0.6759999999999999,0.642,1.051,6.292,0.6759999999999999
dag_10_nodes_10_edges_none_ER,GRaSP,6.88,2.99,8.66,1.19,0.0,0.02,0.86,0.12,0.0,0.01,0.71,0.07,0.61,0.09,0.66,0.07,5.48,0.71,6.28,5.64,54.64,4.84,npy,cpdag,10,10,10,ER,ER,0.548,0.071,54.64,4.84,5.464,0.484,0.628,0.564,5.464,0.484
dag_10_nodes_10_edges_none_ER,BOSS,9.18,4.79,8.8,1.21,0.01,0.03,0.87,0.11,0.01,0.02,0.71,0.07,0.62,0.09,0.66,0.07,5.52,0.68,5.96,5.48,54.28,5.51,npy,cpdag,10,10,10,ER,ER,0.5519999999999999,0.068,54.28,5.51,5.428,0.5509999999999999,0.596,0.548,5.428,0.5509999999999999
dag_10_nodes_10_edges_none_SF,GRaSP,1.2,0.68,3.3,1.33,0.02,0.07,0.36,0.14,0.0,0.01,0.34,0.1,0.11,0.03,0.17,0.02,8.1,0.36,13.2,5.05,23.0,9.9,npy,cpdag,10,10,9,SF,SF,0.8999999999999999,0.04,23.0,9.9,2.5555555555555554,1.1,1.4666666666666666,0.5611111111111111,2.5555555555555554,1.1
dag_10_nodes_10_edges_none_SF,BOSS,1.46,1.0,3.58,1.46,0.01,0.04,0.39,0.15,0.0,0.01,0.31,0.08,0.11,0.03,0.17,0.02,8.08,0.27,13.94,6.21,24.64,11.74,npy,cpdag,10,10,9,SF,SF,0.8977777777777778,0.030000000000000002,24.64,11.74,2.7377777777777776,1.3044444444444445,1.5488888888888888,0.69,2.7377777777777776,1.3044444444444445
dag_10_nodes_10_edges_none_random,GRaSP,3.49,1.44,7.46,1.78,0.04,0.09,0.71,0.16,0.01,0.02,0.62,0.12,0.47,0.15,0.53,0.14,7.62,0.88,13.0,10.54,43.48,11.18,npy,cpdag,10,10,10,random,LT,0.762,0.088,43.48,11.18,4.348,1.1179999999999999,1.3,1.0539999999999998,4.348,1.1179999999999999
dag_10_nodes_10_edges_none_random,BOSS,4.31,1.97,7.7,1.59,0.02,0.06,0.75,0.16,0.01,0.01,0.65,0.1,0.51,0.14,0.57,0.12,7.48,0.65,10.32,9.11,45.7,12.1,npy,cpdag,10,10,10,random,LT,0.748,0.065,45.7,12.1,4.57,1.21,1.032,0.9109999999999999,4.57,1.21
dag_10_nodes_10_edges_semantics_ER,GRaSP,10.51,3.09,8.62,1.46,0.02,0.06,0.84,0.14,0.01,0.02,0.8,0.08,0.69,0.12,0.74,0.09,6.02,1.04,11.36,11.66,66.8,10.31,npy,cpdag,10,10,10,ER,ER,0.602,0.10400000000000001,66.8,10.31,6.68,1.0310000000000001,1.136,1.166,6.68,1.0310000000000001
dag_10_nodes_10_edges_semantics_ER,BOSS,11.59,4.01,8.7,1.39,0.01,0.03,0.86,0.14,0.0,0.01,0.81,0.07,0.71,0.12,0.75,0.09,5.86,0.83,10.0,11.54,68.6,9.32,npy,cpdag,10,10,10,ER,ER,0.5860000000000001,0.08299999999999999,68.6,9.32,6.859999999999999,0.932,1.0,1.154,6.859999999999999,0.932
dag_10_nodes_10_edges_semantics_SF,GRaSP,1.54,1.1,4.56,2.07,0.09,0.15,0.45,0.19,0.02,0.02,0.63,0.22,0.28,0.09,0.37,0.1,8.58,0.99,15.88,7.1,30.96,11.5,npy,cpdag,10,10,9,SF,SF,0.9533333333333334,0.11,30.96,11.5,3.44,1.2777777777777777,1.7644444444444445,0.7888888888888889,3.44,1.2777777777777777
dag_10_nodes_10_edges_semantics_SF,BOSS,2.16,1.79,5.08,2.27,0.03,0.07,0.54,0.23,0.01,0.02,0.66,0.19,0.33,0.09,0.42,0.08,8.24,0.69,16.4,8.8,36.02,15.07,npy,cpdag,10,10,9,SF,SF,0.9155555555555556,0.07666666666666666,36.02,15.07,4.002222222222223,1.6744444444444444,1.822222222222222,0.9777777777777779,4.002222222222223,1.6744444444444444
dag_10_nodes_10_edges_semantics_random,GRaSP,5.62,2.69,8.7,1.92,0.07,0.1,0.8,0.14,0.02,0.03,0.58,0.1,0.49,0.08,0.52,0.07,9.08,1.05,16.32,18.3,75.06,9.13,npy,cpdag,10,10,10,random,LT,0.908,0.10500000000000001,75.06,9.13,7.506,0.913,1.6320000000000001,1.83,7.506,0.913
dag_10_nodes_10_edges_semantics_random,BOSS,6.85,2.99,9.38,2.36,0.12,0.13,0.8,0.14,0.04,0.05,0.55,0.12,0.49,0.08,0.51,0.08,9.86,1.29,16.42,17.87,76.1,9.21,npy,cpdag,10,10,10,random,LT,0.986,0.129,76.1,9.21,7.609999999999999,0.921,1.6420000000000001,1.7870000000000001,7.609999999999999,0.921
dag_10_nodes_15_edges_degrees_ER,GRaSP,10.16,5.02,12.3,2.28,0.04,0.07,0.78,0.13,0.02,0.04,0.42,0.06,0.35,0.08,0.38,0.07,13.2,1.23,10.86,8.06,82.5,5.1,npy,cpdag,10,15,15,ER,ER,0.88,0.082,82.5,5.1,5.5,0.33999999999999997,0.724,0.5373333333333333,5.5,0.33999999999999997
dag_10_nodes_15_edges_degrees_ER,BOSS,13.16,5.75,12.6,1.85,0.04,0.05,0.8,0.12,0.02,0.02,0.42,0.06,0.35,0.08,0.38,0.07,13.1,0.86,10.14,6.99,84.36,3.23,npy,cpdag,10,15,15,ER,ER,0.8733333333333333,0.05733333333333333,84.36,3.23,5.624,0.21533333333333332,0.676,0.466,5.624,0.21533333333333332
dag_10_nodes_15_edges_degrees_SF,GRaSP,2.95,2.07,8.12,2.53,0.1,0.14,0.42,0.12,0.03,0.05,0.11,0.09,0.05,0.04,0.09,0.04,16.36,1.45,29.22,14.62,67.48,11.7,npy,cpdag,10,15,17,SF,SF,0.9623529411764705,0.08529411764705883,67.48,11.7,3.9694117647058826,0.6882352941176471,1.7188235294117646,0.86,3.9694117647058826,0.6882352941176471
dag_10_nodes_15_edges_degrees_SF,BOSS,4.63,2.43,8.82,2.1,0.08,0.11,0.48,0.12,0.02,0.04,0.1,0.08,0.05,0.05,0.1,0.04,16.1,1.05,25.28,16.3,72.72,10.82,npy,cpdag,10,15,17,SF,SF,0.9470588235294118,0.061764705882352944,72.72,10.82,4.277647058823529,0.6364705882352941,1.4870588235294118,0.9588235294117647,4.277647058823529,0.6364705882352941
dag_10_nodes_15_edges_degrees_random,GRaSP,7.25,2.63,12.6,1.88,0.04,0.07,0.8,0.12,0.02,0.03,0.41,0.07,0.34,0.06,0.37,0.06,14.56,0.99,11.02,6.9,86.06,2.59,npy,cpdag,10,15,15,random,LT,0.9706666666666667,0.066,86.06,2.59,5.737333333333334,0.17266666666666666,0.7346666666666667,0.46,5.737333333333334,0.17266666666666666
dag_10_nodes_15_edges_degrees_random,BOSS,9.92,4.1,13.28,1.95,0.06,0.06,0.84,0.14,0.02,0.02,0.4,0.06,0.35,0.06,0.37,0.05,14.76,0.74,9.44,8.09,86.58,2.35,npy,cpdag,10,15,15,random,LT,0.984,0.04933333333333333,86.58,2.35,5.772,0.15666666666666668,0.6293333333333333,0.5393333333333333,5.772,0.15666666666666668
dag_10_nodes_15_edges_none_ER,GRaSP,9.2,4.52,9.9,2.07,0.03,0.05,0.64,0.14,0.01,0.02,0.54,0.09,0.35,0.07,0.42,0.07,11.02,1.04,15.6,8.43,71.72,6.48,npy,cpdag,10,15,15,ER,ER,0.7346666666666667,0.06933333333333333,71.72,6.48,4.781333333333333,0.43200000000000005,1.04,0.5619999999999999,4.781333333333333,0.43200000000000005
dag_10_nodes_15_edges_none_ER,BOSS,11.48,4.91,10.66,2.04,0.03,0.05,0.69,0.13,0.01,0.02,0.53,0.1,0.37,0.06,0.43,0.06,10.98,0.91,13.68,7.57,73.5,6.03,npy,cpdag,10,15,15,ER,ER,0.732,0.06066666666666667,73.5,6.03,4.9,0.402,0.912,0.5046666666666667,4.9,0.402
dag_10_nodes_15_edges_none_SF,GRaSP,3.18,2.17,8.44,2.29,0.05,0.09,0.47,0.13,0.02,0.03,0.4,0.11,0.2,0.09,0.27,0.09,15.88,1.08,22.98,14.54,72.52,9.58,npy,cpdag,10,15,17,SF,SF,0.9341176470588236,0.06352941176470589,72.52,9.58,4.265882352941176,0.5635294117647058,1.351764705882353,0.8552941176470588,4.265882352941176,0.5635294117647058
dag_10_nodes_15_edges_none_SF,BOSS,5.03,3.32,9.16,2.0,0.03,0.08,0.52,0.11,0.01,0.03,0.41,0.1,0.22,0.08,0.28,0.08,15.74,1.1,18.96,14.8,76.48,8.18,npy,cpdag,10,15,17,SF,SF,0.9258823529411765,0.06470588235294118,76.48,8.18,4.498823529411765,0.48117647058823526,1.1152941176470588,0.8705882352941177,4.498823529411765,0.48117647058823526
dag_10_nodes_15_edges_none_random,GRaSP,3.01,1.56,8.78,1.82,0.07,0.09,0.55,0.13,0.02,0.03,0.27,0.08,0.16,0.08,0.2,0.08,13.9,0.97,24.72,11.51,60.74,8.26,npy,cpdag,10,15,15,random,LT,0.9266666666666666,0.06466666666666666,60.74,8.26,4.049333333333333,0.5506666666666666,1.648,0.7673333333333333,4.049333333333333,0.5506666666666666
dag_10_nodes_15_edges_none_random,BOSS,4.91,2.27,9.26,1.93,0.07,0.09,0.57,0.12,0.02,0.03,0.26,0.07,0.17,0.08,0.2,0.08,13.96,1.19,25.04,11.61,62.4,7.67,npy,cpdag,10,15,15,random,LT,0.9306666666666668,0.07933333333333333,62.4,7.67,4.16,0.5113333333333333,1.6693333333333333,0.7739999999999999,4.16,0.5113333333333333
dag_10_nodes_15_edges_semantics_ER,GRaSP,5.92,2.74,9.62,2.57,0.1,0.11,0.57,0.14,0.04,0.04,0.34,0.1,0.21,0.07,0.26,0.07,13.12,1.24,14.56,7.76,68.22,8.78,npy,cpdag,10,15,15,ER,ER,0.8746666666666666,0.08266666666666667,68.22,8.78,4.548,0.5853333333333333,0.9706666666666667,0.5173333333333333,4.548,0.5853333333333333
dag_10_nodes_15_edges_semantics_ER,BOSS,8.19,3.88,9.72,2.76,0.05,0.09,0.61,0.15,0.02,0.04,0.36,0.09,0.23,0.07,0.28,0.07,12.6,1.2,13.14,8.25,70.68,8.94,npy,cpdag,10,15,15,ER,ER,0.84,0.08,70.68,8.94,4.712000000000001,0.596,0.876,0.55,4.712000000000001,0.596
dag_10_nodes_15_edges_semantics_SF,GRaSP,5.54,2.66,12.08,2.16,0.08,0.11,0.65,0.14,0.03,0.05,0.36,0.1,0.26,0.09,0.3,0.09,17.24,1.56,15.82,7.83,74.08,5.9,npy,cpdag,10,15,17,SF,SF,1.0141176470588233,0.09176470588235294,74.08,5.9,4.357647058823529,0.3470588235294118,0.9305882352941177,0.46058823529411763,4.357647058823529,0.3470588235294118
dag_10_nodes_15_edges_semantics_SF,BOSS,8.07,3.54,12.94,2.14,0.1,0.1,0.68,0.11,0.05,0.05,0.35,0.09,0.27,0.09,0.3,0.08,17.6,1.53,13.88,4.65,76.48,4.61,npy,cpdag,10,15,17,SF,SF,1.035294117647059,0.09,76.48,4.61,4.498823529411765,0.2711764705882353,0.8164705882352942,0.2735294117647059,4.498823529411765,0.2711764705882353
dag_10_nodes_15_edges_semantics_random,GRaSP,6.4,3.41,11.96,2.76,0.07,0.09,0.74,0.16,0.03,0.04,0.37,0.12,0.29,0.06,0.32,0.06,12.28,1.36,13.0,10.13,77.52,5.88,npy,cpdag,10,15,15,random,LT,0.8186666666666667,0.09066666666666667,77.52,5.88,5.168,0.392,0.8666666666666667,0.6753333333333333,5.168,0.392
dag_10_nodes_15_edges_semantics_random,BOSS,9.43,4.67,12.16,2.35,0.02,0.05,0.79,0.15,0.01,0.02,0.41,0.12,0.32,0.04,0.35,0.06,11.68,0.91,11.2,11.34,80.26,4.86,npy,cpdag,10,15,15,random,LT,0.7786666666666666,0.06066666666666667,80.26,4.86,5.350666666666667,0.324,0.7466666666666666,0.756,5.350666666666667,0.324
dag_15_nodes_15_edges_degrees_ER,GRaSP,15.25,5.56,10.36,1.97,0.02,0.04,0.68,0.12,0.0,0.01,0.43,0.07,0.3,0.09,0.35,0.08,9.86,0.9,16.02,9.67,63.04,15.94,npy,cpdag,15,15,15,ER,ER,0.6573333333333333,0.060000000000000005,63.04,15.94,4.2026666666666666,1.0626666666666666,1.068,0.6446666666666666,4.2026666666666666,1.0626666666666666
dag_15_nodes_15_edges_degrees_ER,BOSS,19.48,8.71,10.6,2.02,0.01,0.03,0.69,0.12,0.0,0.01,0.43,0.06,0.31,0.09,0.35,0.08,9.84,0.84,15.4,10.63,66.4,15.36,npy,cpdag,15,15,15,ER,ER,0.656,0.056,66.4,15.36,4.426666666666667,1.024,1.0266666666666666,0.7086666666666667,4.426666666666667,1.024
dag_15_nodes_15_edges_degrees_SF,GRaSP,9.22,3.34,9.32,2.02,0.03,0.07,0.64,0.12,0.0,0.01,0.44,0.08,0.29,0.09,0.34,0.08,11.7,1.11,26.22,13.57,76.74,17.64,npy,cpdag,15,15,14,SF,SF,0.8357142857142856,0.07928571428571429,76.74,17.64,5.481428571428571,1.26,1.8728571428571428,0.9692857142857143,5.481428571428571,1.26
dag_15_nodes_15_edges_degrees_SF,BOSS,10.83,4.29,10.28,2.32,0.08,0.06,0.67,0.14,0.01,0.01,0.42,0.06,0.31,0.08,0.35,0.07,12.22,1.06,20.74,12.13,80.14,22.01,npy,cpdag,15,15,14,SF,SF,0.8728571428571429,0.07571428571428572,80.14,22.01,5.724285714285714,1.5721428571428573,1.4814285714285713,0.8664285714285714,5.724285714285714,1.5721428571428573
dag_15_nodes_15_edges_degrees_random,GRaSP,12.73,4.86,12.22,1.95,0.04,0.08,0.78,0.11,0.01,0.01,0.38,0.07,0.32,0.09,0.34,0.08,11.02,1.3,19.06,15.87,86.54,17.0,npy,cpdag,15,15,15,random,LT,0.7346666666666667,0.08666666666666667,86.54,17.0,5.769333333333334,1.1333333333333333,1.2706666666666666,1.058,5.769333333333334,1.1333333333333333
dag_15_nodes_15_edges_degrees_random,BOSS,15.48,6.08,12.72,1.81,0.01,0.05,0.84,0.11,0.0,0.01,0.41,0.07,0.35,0.09,0.38,0.08,10.58,0.91,18.28,18.51,91.2,17.35,npy,cpdag,15,15,15,random,LT,0.7053333333333334,0.06066666666666667,91.2,17.35,6.08,1.1566666666666667,1.2186666666666668,1.2340000000000002,6.08,1.1566666666666667
dag_15_nodes_15_edges_none_ER,GRaSP,22.34,8.69,13.46,1.3,0.03,0.05,0.87,0.08,0.01,0.01,0.64,0.06,0.58,0.07,0.61,0.06,8.68,1.02,7.22,6.18,99.0,6.36,npy,cpdag,15,15,15,ER,ER,0.5786666666666667,0.068,99.0,6.36,6.6,0.42400000000000004,0.48133333333333334,0.412,6.6,0.42400000000000004
dag_15_nodes_15_edges_none_ER,BOSS,27.1,9.84,13.7,1.18,0.02,0.04,0.89,0.08,0.0,0.01,0.65,0.06,0.59,0.07,0.62,0.06,8.64,0.88,6.86,7.79,100.02,7.92,npy,cpdag,15,15,15,ER,ER,0.5760000000000001,0.058666666666666666,100.02,7.92,6.668,0.528,0.45733333333333337,0.5193333333333333,6.668,0.528
dag_15_nodes_15_edges_none_SF,GRaSP,4.14,1.83,6.02,1.33,0.04,0.08,0.41,0.08,0.0,0.01,0.17,0.1,0.08,0.05,0.13,0.05,13.28,0.61,35.84,10.56,64.5,11.26,npy,cpdag,15,15,14,SF,SF,0.9485714285714285,0.04357142857142857,64.5,11.26,4.607142857142857,0.8042857142857143,2.56,0.7542857142857143,4.607142857142857,0.8042857142857143
dag_15_nodes_15_edges_none_SF,BOSS,5.22,2.14,6.82,1.59,0.1,0.12,0.43,0.1,0.01,0.01,0.17,0.11,0.09,0.07,0.14,0.07,13.76,1.08,32.4,14.36,66.82,14.21,npy,cpdag,15,15,14,SF,SF,0.9828571428571429,0.07714285714285715,66.82,14.21,4.772857142857142,1.0150000000000001,2.314285714285714,1.0257142857142856,4.772857142857142,1.0150000000000001
